fdcNumber	conceptId	Keytype	indexTerm-en	indexTerm-de	indexTerm-sv	indexTerm-fi	indexTerm-fr	indexTerm-sl	indexTerm-sp	Match	agrovocConcept	scopeNote	fi-new-term	seÄven	USE-se	RT-se	v2016-se	altLabel-en	altLabel-de	altLabel-sv	altLabel-fi	altLabel-fr	altLabel-sl	altLabel-sp	hiddenLabel-en	hiddenLabel-de	hiddenLabel-sv	hiddenLabel-fi	hiddenLabel-fr	hiddenLabel-sl	hiddenLabel-sp
181.352	886		Parasitism: as mode of plant nutrition	Parasitismus: als pflanzliche Ernährungsweise	parasitism: växter	loiskasvit: biologia			parasitismo: como medio de nutrición de las plantas 																						
181.36	887		Roots: development and ecological relations	Wurzeln: Entwicklung und ökologische Beziehungen	rötter: utveckling och ekologiska förhållanden	juuristo, kehitys ja ekologia			raíces, desarrollo y relaciones con el medio (ecología) 											rotförhållanden											
181.37	888		Desertification	Verwüstung (Desertifikation)	ökenspridning	aavikoituminen			desertificación																						
181.4	889		Resistance, plant: to biotic influences	Widerstandsfähigkeit der Pflanze gegen biotische Einflüsse	växters resistens för biotiska faktorer	kasvien vastustuskyky biologisille tekijöile			Resistencia, plantas: a influencias bióticas																Biotic factors: reaction of plants to	Biotische Faktoren: Reaktion der Pflanzen auf	biotiska faktorer: växters reaktion	biologiset tekijät (kasvien vastustuskyky)			Factores bióticos: reacción de las plantas a
181.4	890		Plant, resistance to biotic influences and fire	Biotische Faktoren: Widerstandsfähigkeit der Pflanzen gegen	växters reaktion för biotiska faktorer	kasvien reaktiot biologisiin tekijöihin			reacción de las plantas ante los factores bióticos					233																	
181.41	891		Plant competition	Pflanzenkonkurrenz	växtkonkurrens	kasvien välinen kilpailu			planta, competencia																Competition, plant	Konkurrenz, Pflanzen	konkurrens mellan växter	kilpailu (kasvit)			competencia (plantas)
181.41	892		Allelopathy in plant competition	Allelopathie	allelopati	allelopatia			alelopatía																						
181.42	893		Animals: reaction of plants to	Tiere: Reaktion von Pflanzen auf	djur: växternas reaktion	kasvien reaktiot eläimiin			influencia de los animales en las plantas 																						
181.43	894		Fire resistance: plants and trees	Feuerwiderstandsfähigkeit: Pflanzen und Bäume	eld: motstånd till:  växter och träd	tuli (kasvien vastustuskyky)			resistencia  al fuego de plantas y árboles 																						
181.43	895		Fire: reaction of plants to	Feuer: Reaktion der Pflanzen auf	eld: reaktion hos växter för	kasvien reaktiot tuleen			reacción de las plantas ante el fuego																						
181.45	896		Environmental pollution - influence on (plant ecology)	Verunreinigungen der Umwelt, Einflüsse auf Pflanzen	miljöföroreningar, inverkan	ympäristömyrkyt, (kasvien vastustuskyky)			contaminación ambiental - es Influencia (ecología vegetal)																						
181.48	897		Man, influence of on vegetation	Mensch: Einfluss auf die Vegetation	människan, inverkan	ihmisen vaikutus kasvistoon			impacto humano sobre la flora																						
181.48	898		Recreation, influence of	Erholung, Einfluss von	Rekreation, inflytande av	virkistyskäytön vaikutus kasveihin			recreación, el efecto sobre las plantas																						
181.5	899		plant reproduction (ecology)	Pflanzen Fortpflanzung (Ökologie)	fortplantning hos växter (ekologi)	kasvien lisääntyminen (ekologia)			reproducción vegetal (ecológia)																Reproductive behaviour: plants|Behaviour, reproductive: plant	Fortpflanzung, Verhalten bei der: Pflanzen|Reproduktives Verhalten: Pflanzen	vanor, fortplantningsbiologiska: växter|Beteende, fortplantng: växter	lisääntymistavat (kasvit)|kasvien lisääntyminen			reproductor, comportamiento de las plantas |forma de reproducción: de las plantas 
181.51	900		Asexual (vegetative) reproduction, plant	Ungeschlechtliche (vegetative) Fortpflanzung: Pflanzen	asexuell (vegetativ) förökning hos växter	aseksuaalinen (vegetatiivinen) lisäys			reproducción asexual (vegetativa) en las plantas 																						
181.51	901		Clones: reproduction	Klone: Fortpflanzung	kloner: fortplantning	kloonit (lisääntyminen)			clones (aumento)																						
181.51	902		Layering: natural	Absenker: natürliche Fortpflanzung durch	avläggning, naturlig	taivukaslisäys, luonnollinen			acodos: naturales  																						
181.51	903		Reproduction, plant: ecological aspects (vegetative reproduction)	Fortpflanzung, Pflanzen: ökologische Gesichtspunkte (vegetative Fortpflanzung)	fortplantning, växter: ekologi (vegetativ förökning)	kasvien lisääntyminen (vegetatiivinen lisäys)			reproducción vegetal, aspecto ecológico (reproducción vegetativa o asexual) 																						
181.51	904		Root suckers: reproduction by (ecology)	Wurzelbrut: Fortpflanzung durch (Ökologie)	rotskott: fortplantning genom	juurivesat			reproducción por brotes de raíz (ecología) 																						
181.51	905		Vegetative reproduction	Vegetative Fortpflanzung	vegetativ fortplantning	vegetatiivinen lisääminen			reproducción vegetativa 																						
181.52	906		Reproduction, plant: ecological aspects (sexual reproduction)	Fortpflanzung, Pflanzen: ökologische Gesichtspunkte (geschlechtliche Fortpflanzung)	fortplantning, växter: ekologi (sexuell förökning)	kasvintuotanto, suvullinen lisääminen			reproducción vegetal, aspecto ecológico (reproducción sexual) 											förökning											
181.521	907		Flowering	Blühen	blomning	kukinnot			floración 																						
181.521	908		Pollination	Bestäubung	pollinering	pölytys	pollinisation		polinisación															polinización 							
181.522	909		Fruiting	Fruchten	fruktsättning	hedelmöinti			fructificación																						
181.523	910		Seed: dispersal	Saatgut: Verbreitung	frö, spridning	siemenet, levitys			diseminación  de las semillas																						
181.524	911		Seed: after-ripening	Saatgut: Nachreife	frö, eftermognad	siemenet: jälkikypsyminen			semillas: post-maduración																						
181.524	912		Seed: dormancy	Saatgut: Samenruhe	viloperiod hos frön	siemenet: dormanssi			vida latente de las semillas 											frö, viloperiod											
181.524	913		Seed: longevity	Saatgut: Lebensdauer	frö, livslängd	siemenet: elinikä			longevidad de las semillas																						
181.525	914		Seedlings: development (ecology)	Sämlinge: Entwicklung (Ökologie)	fröplantor: utveckling (ekologi)	siementaimet: kehitys (ekologia)			plantitas de vivero: desarrollo del embrión (ecología) 																Development: plant (seedling)						
181.525	915		Germination	Keimung	groning	idätys			germinación 									Seed: germination	Saatgut: Keimung	frö, groning											
181.526	916		Pollen, dispersion	Pollen, Verbreitung	pollen: dispersion	siitepöly: levintä			polen, dispersión																						
181.526	917		Pollen, viability	Pollen, Lebensfähigkeit	pollen: levnadsduglighet	siitepöly: elinkyky			polen, viabilidad																						
181.6	918		Form: of plants and trees, ecological aspects	Form: von Pflanzen und Bäume, ökologische Aspekte	form: på plantor och träd, ekologiska synpunkter	kasvin muoto ja kasvu (ekologia)			forma: de plantas y árboles; aspecto ecológico 											habitus					Post-seedling development and form|Development: plant (post-seedling)	Entwicklung und Form nach dem Sämlingsalter|Entwicklung: Pflanze (nach dem Sämlingsalter)	utveckling av plantor och form efter groddplantsstadiet|utveckling efter groddplantsstadiet	taimien kehitys ja muoto|kehitys: kasvit (taimet)			post-embrionario, forma y desarrollo 
181.61	919		Habit of growth	Wuchsform der Pflanzen	habitus	kasvutapa			fisonomía 																						
181.61	920		Life form, plants	Lebensform der Pflanzen	livsform, växter	elämänmuoto, kasvit			forma de vida de las plantas 																						
181.62	921		Crown form and crown relations (of individual trees or species – ecological aspects)	Kronenform und Kronenverhältnisse (von Einzelbäumen oder Baumarten - ökologische Gesichtspunkte)	krondimension, mått, kronform och kronförhållanden (ekologiska synpunkter)	latvuksen muoto ja suhteet (yksittäiset puut ja lajit)			forma de la copa y espesura (en árboles  individuales o especies; aspecto ecológico) 																						
181.63	922		Epicormics	Wasserreiser	vattenskott	vesaoksat			brotes epicórmicos																						
181.63	923		Natural pruning	Natürliche Astreinigung	naturlig kvistrensning	karsiutuminen			poda natural																						
181.63	924		Persistence of branches	Astigkeit	kvistighet	oksaisuus			persistencia en la caída de las ramas 																						
181.63	925		Self-pruning	Astreinigung	kvistrensning	itsekarsinta			poda propia																						
181.63	926		Shedding of branches	Abwerfen der Zweige	uppkvistning, naturlig	oksien variseminen, luonnollinen			caída de las ramas 																						
181.64	927		Stem form	Stammform	stamform	runkomuoto			forma del vástago			[For mensurational aspects see 524.1][holzmeßkundliche Gesichtspunkte siehe 524.1]																			
181.65	928		Growth, plant: relation to environmental factors	Wachstum der Pflanzen: Einfluß der Umgebung	tillväxtfysiologi: växter (tillväxtens beroende av omgivningen)	kasvufysiologia: kasvit (ympäristön vaikutus)			crecimiento de las plantas: influencia del medío ambiente 																						
181.65	929		Silvicultural measures: effect on growth	Waldbauliche Maßnahmen: Wirkung auf das Wachstum	skogsbrukssätt: inverkan på tillväxt	metsänhoitomenetelmät: vaikutus kasvuun			medidas selvícolas: influencia en el crecimiento 																						
181.66	930		Lammas shoot	Johannistrieb	johannisskott	jälkiverso			brote tardio									secondary shoot (annual)|Lammas growth		proleptiskt skott	toistokasvain										
181.71	931		Age of trees and other plants: exceptional	Alter von Bäumen und anderen Pflanzen: außerordentliches Alter	ålder på träd och andra växter: exceptionell	ikä, kasvien			edad de los árboles y otras plantas: excepcional																						
181.71	932		Longevity of plants	Lebensdauer (Langlebigkeit) der Pflanzen	livslängd hos växter	kasvien elinikä			duración (longevidad) de las plantas 									Duration (longevity) of plants	Langlebigkeit von Pflanzen					tiempo (longevidad)|tiempo (duracion)							
181.71	933		Stature of plants		storlek, växters	kasvien koko			talla de las plantas 															tamaño de las plantas							
181.71	934		Veteran trees	Baumsteigegeräte: Baumveteranen	exceptionell ålder hos träd	erityisen vanhat puut			árboles viejos																						
181.75	935		Age of trees and other plants: effect on behaviour	Alter von Bäumen und anderen Pflanzen: Wirkung auf das Verhalten	ålder på träd och andra växter: inverkan på beteende och egenskaper	puiden ja ksvien ikä: vaikutus kasvuun ja ominaisuuksiin			edad de los árboles y otras plantas: efectos en el comportamiento del árbol 																						
181.76	936		Dead trees or other plants or parts of plants: ecological role [Litter see 114.351]	Tote Bäume oder andere Pflanzen oder Pflanzenteile: ökologische Bedeutung	döda träd (ekologisk betydelse)	kuolleet puut (ekologinen merkitys)			arboles muertos y otras plantas o partes de las mismas: papel ecológico									Trees: dead: ecological ro1e	Bäume: tote Bäume: ökologische Bedeutung								träd: döda: ekologisk betydelse				
181.76	937		Logs, fallen: ecological role	Fallholz: ökologische Bedeutung	stock på marken	maapuut			arboles caídos  (papel ecológico)																		vindfällen: ekologisk betydelse				
181.76	938		Stumps: dead (ecological role)	Stumpen: tote (ökologische Bedeutung)	stubbar: döda (ekologisk betydelse)	kannot: kuollet (ekologinen vaikutus)			tocones: muertos (papel ecológico) 																						
181.8	939		Phenology	Phänologie	fenologi	fenologia			fenología 																						
182	940		plant sociology	Pflanzensoziologie	växtsociologi	kasvisosiologia			fitosociología 									Sociology: plant	Soziologie: Pflanzen	sociologi: växter					Vegetation: sociology (synecology), principles and methods	Vegetation: Soziologie (Synökologie), Grundsätze und Methoden	vegetation: växtsociologi, principer och metoder	kasvillisuus: kasvisosiologia			vegetación: sociología (sinecología) vegetal, principios y métodos 
182	941		Communities: plant	Gesellschaften (Biologie): botanisch	samhällen: växter	yhteisöt: kasvit			comunidades: vegetales 																						
